person_id,case_id,cac_id,age,age_unit,address_line_1,address_line_2,city,state_abbr,zip,cell_phone_number,home_phone_number,work_phone_number,custody,education_level_id,income_level_id,marital_status_id,relationship_id,role_id,same_household,school_or_employer,victim_status_id
389780941,678986653,9,14,year,2814 Peggy Hills,,West Ronald,MT,08649,(522)816-2169,(983)824-4058,(520)185-7806,False,,,,,,False,Woodglen School,74386255
11659829,39911283,7,70,year,07751 Shannon Extensions Apt. 494,,Port Morganberg,UT,36191,(077)609-6705,(419)989-9119,(341)371-4529,False,,,,,,False,Sales promotion account executive,49207869
389780941,11844402,9,14,year,29760 Welch Forks,,West Richard,NE,53681,(913)940-6338,(243)988-8913,(528)281-0480,False,,,,,,True,SEGUIN EL,50186149
945775172,840676736,1,12,year,5841 Robert Cliff,,East Trevor,CT,20414,(716)136-1470,(655)187-0155,(058)871-3154,True,,,,,,False,Clara Barton Elementary,36509742
945775172,323302958,1,12,year,26142 Mason Ridges,,Humphreyfort,NJ,04814,(826)231-0526,(674)597-7313,(132)776-2306,True,,,,,,False,SEILING ES,61955754
918426598,82056818,3,60,year,64616 Thompson Dam Suite 031,,Johnfurt,MT,29321,(980)942-4642,(217)470-9510,(378)352-5295,False,,,,,,True,"Psychotherapist, dance movement",78015761
389780941,163887590,9,14,year,39272 Stewart Camp,,Angelaburgh,HI,81264,(527)678-2545,(495)805-3256,(216)576-8771,False,,,,,,False,Alternative Spcl Needs Div Occ,46929516
11659829,910390595,7,70,year,698 Hernandez Lock,,Port Alexandrahaven,UT,57776,(105)116-6273,(445)114-1264,(329)421-3627,True,,,,,,True,"Administrator, local government",780632
389780941,758504138,9,14,year,51276 Sandoval Dale,,South Linda,CA,83388,(709)541-6849,(542)669-6013,(157)413-7157,False,,,,,,True,Whitley County Central Primary School,82532291
918426598,17824,3,60,year,981 Brown Island Suite 437,,Thompsonside,KY,06239,(634)121-9909,(608)785-3859,(480)477-9920,True,,,,,,False,"Therapist, drama",78357302
945775172,597945912,1,12,year,4314 Anderson Squares Apt. 743,,Sheltonfurt,MS,39241,(038)049-1904,(922)906-3203,(525)392-5505,True,,,,,,False,Greenwood Elementary,33180683
918426598,122911864,3,60,year,0167 Lawson Lake,,West Samuelfort,FL,81497,(725)764-1577,(221)391-4983,(244)411-9761,False,,,,,,False,Fish farm manager,71850852
389780941,681834076,9,14,year,211 Gomez Burgs Suite 684,,Port Marie,NH,46907,(382)833-1677,(098)976-0862,(017)940-9181,False,,,,,,True,White River Reengagement Program,34835968
945775172,82102869,1,12,year,284 Fitzgerald River,,Brownburgh,KY,26733,(537)336-6057,(663)466-5557,(669)168-6260,False,,,,,,False,John Newbery Elementary,44021838
389780941,652599030,9,14,year,92610 Samuel Islands,,Port Kimberly,SC,33247,(511)305-8914,(100)062-9522,(050)885-3778,False,,,,,,False,Rising Stars at Aiken New Tech/College Hill,96472501
389780941,136279325,9,14,year,5260 Meyer Extensions Apt. 102,,South Danielhaven,IN,31351,(774)546-6642,(903)335-9312,(976)178-5969,True,,,,,,True,Oakley Elementary,49183720
11659829,454834734,7,70,year,68998 Ricky Mountain,,New Donald,LA,83174,(387)154-6955,(180)935-1910,(679)829-7356,False,,,,,,True,Multimedia programmer,16724231
858669965,326360065,8,58,year,18964 Felicia Roads,,Allenland,MA,77006,(763)256-3443,(207)246-5512,(452)445-5394,False,,,,,,False,"Scientist, research (life sciences)",74944781
389780941,92585681,9,14,year,29032 Tammy Summit,,North Alexandraborough,LA,76380,(678)479-3592,(486)584-0912,(833)537-0919,False,,,,,,False,ACE LEADERSHIP HIGH SCHOOL,59522952
858669965,786046247,8,58,year,006 Roberson Parks,,Port Lisa,OR,84962,(432)438-0537,(272)624-1513,(471)410-8401,False,,,,,,False,Ergonomist,77072853
918426598,86958366,3,60,year,2866 Kim Viaduct,,Huffland,ME,56819,(906)482-2723,(096)398-3284,(785)020-9085,True,,,,,,True,Office manager,11369029
389780941,325518946,9,14,year,43960 Amanda Manor,,Armstrongview,CA,55482,(555)637-0650,(149)007-5923,(847)401-2154,False,,,,,,True,Southside Middle School,36042456
858669965,975338613,8,58,year,346 Alisha Villages,,Zacharymouth,TX,40572,(010)667-4191,(474)400-4894,(494)470-5355,False,,,,,,True,Medical physicist,30124288
389780941,809507441,9,14,year,55424 Anthony Union,,Angelafort,VA,32139,(024)584-1232,(349)471-4391,(389)983-5830,True,,,,,,True,Calhoun High School,79401525
858669965,501004026,8,58,year,34293 Joshua Field Apt. 371,,Sanchezmouth,WA,83647,(281)244-7843,(371)948-9340,(770)478-3034,True,,,,,,True,"Therapist, music",15348212
945775172,28211542,1,12,year,9167 Taylor Loaf,,Allenborough,IA,50117,(208)565-9816,(814)214-3791,(999)341-6202,True,,,,,,True,Yorkville High School,3110107
858669965,64079200,8,58,year,5355 Megan Neck,,East Karenview,MD,18407,(791)937-6312,(473)605-8209,(721)433-4020,True,,,,,,False,Magazine features editor,44411198
858669965,447249296,8,58,year,96600 Karen Walks Apt. 812,,Port Janiceville,CA,77603,(240)054-5562,(178)800-6143,(195)662-8733,True,,,,,,True,Science writer,31547128
945775172,673318769,1,12,year,00159 Holly Camp,,Lake Mariachester,WA,88098,(952)072-9397,(676)416-0252,(945)814-2748,True,,,,,,True,JANET BROCKETT EL,21892592
918426598,752868693,3,60,year,175 Martin Shoal,,Port Jessica,NE,81547,(090)380-6214,(371)179-7431,(413)668-2413,True,,,,,,False,Accounting technician,48516933
389780941,183270360,9,14,year,344 Warren Spurs Suite 561,,Wheelerfurt,NH,86765,(817)570-7065,(734)147-0601,(076)179-2347,True,,,,,,True,GLEN OAKS EL,31180323
918426598,81585480,3,60,year,5238 Valerie Ports,,Nicholasview,NE,85839,(289)095-2717,(129)668-4546,(653)351-0237,False,,,,,,False,Restaurant manager,36010123
858669965,792159408,8,58,year,313 Carlson Prairie Suite 477,,Port Regina,WI,95405,(966)738-2411,(016)688-2433,(964)422-7663,False,,,,,,True,IT sales professional,92020461
389780941,176500745,9,14,year,01104 Mark Mount Suite 928,,East Mark,WA,08761,(774)193-6127,(656)758-9173,(829)711-4465,True,,,,,,False,Abraham Lincoln Elementary,45828149
918426598,506026793,3,60,year,505 Debbie Valleys,,Lawrencefort,CA,85611,(803)013-6080,(751)511-3141,(239)015-3995,True,,,,,,True,Hydrogeologist,50303217
389780941,820925046,9,14,year,765 Santiago Trafficway Apt. 704,,New Richard,HI,06315,(248)641-4389,(529)783-2972,(331)495-5910,True,,,,,,True,WOODLAWN EL,90716328
945775172,494272109,1,12,year,82181 Nunez Creek Suite 968,,North Jackburgh,PA,88829,(369)073-7350,(469)588-8833,(988)890-9842,False,,,,,,False,EARLY CHILDHOOD SPECIAL EDUCATION SCHOOL,77191700
945775172,887835515,1,12,year,1706 Acosta Inlet Suite 484,,Wilsonbury,PA,72827,(087)486-3372,(687)549-6976,(395)658-0970,False,,,,,,False,E.H. MARSTELLER MIDDLE,711984
945775172,569610004,1,12,year,89401 King Mews,,Kristenton,IL,65471,(830)973-9322,(110)460-4968,(183)146-0000,True,,,,,,True,South Hadley High,98863340
945775172,600561505,1,12,year,47061 Ryan Rapids,,Lawrenceburgh,KY,91284,(670)574-4678,(606)899-0825,(788)314-1423,True,,,,,,False,Cheboygan Intermediate School,45074066
918426598,266444645,3,60,year,09751 Sabrina Keys Suite 447,,Amyshire,MT,94024,(106)007-7275,(558)759-2783,(354)805-6482,False,,,,,,False,Data scientist,49162024
945775172,427362044,1,12,year,98768 Rick Stravenue Apt. 293,,Stevensfort,NJ,42858,(526)147-4960,(308)161-9851,(465)035-4934,True,,,,,,False,PS 116 MARY LINDLEY MURRAY,91723396
918426598,92973703,3,60,year,499 Lopez Square,,Castroport,AK,25650,(611)349-1110,(469)961-3186,(905)469-4800,True,,,,,,True,Public affairs consultant,86260487
945775172,277183583,1,12,year,5491 Payne Way Suite 915,,Kristinamouth,TX,89547,(576)568-3699,(494)545-4451,(867)761-0269,False,,,,,,True,Heritage Elementary School,56229650
389780941,184922189,9,14,year,02105 Robert Well,,Devinville,OH,55538,(842)468-3685,(606)233-3760,(504)929-2139,False,,,,,,True,Eastern Sky Community Charter School,21910606
389780941,816149090,9,14,year,3619 Wilcox Row Apt. 665,,West Paulhaven,AZ,59801,(839)944-3457,(913)332-5111,(517)063-0947,False,,,,,,True,SUPERIOR VOCACIONAL (ANTONIO LUCHETTI),83320077
389780941,878656445,9,14,year,76079 Mason Drive,,Joneston,WI,62457,(701)442-0372,(052)479-6210,(108)947-8834,False,,,,,,True,West Manor Elementary School,46904811
858669965,644863328,8,58,year,9312 Norman Lodge,,Ballmouth,IL,45394,(007)335-9749,(871)802-1422,(411)674-0350,False,,,,,,True,Advertising art director,59762856
858669965,356919463,8,58,year,2502 Jesus Throughway,,Travismouth,CT,84671,(835)204-4015,(337)210-0951,(616)501-1765,True,,,,,,True,TEFL teacher,59143802
945775172,405107654,1,12,year,49671 Robin Forges,,Rodneyfort,MD,86721,(339)569-0763,(805)212-3153,(904)577-0758,True,,,,,,True,Park Lane El Sch,61878179
918426598,418053441,3,60,year,0256 Williamson Place,,Castroview,HI,13754,(798)431-8185,(039)743-2917,(204)105-4595,True,,,,,,True,Dentist,76044607
389780941,733664608,9,14,year,14267 Gomez Mountains,,South Bailey,NV,84372,(675)393-0559,(031)174-0554,(112)807-3628,True,,,,,,False,PEDRO CARLOS TIMOTHEE,56934801
918426598,240231864,3,60,year,82879 Morton Forges,,North Jennifer,MO,55099,(564)790-6276,(218)520-3856,(415)522-9432,True,,,,,,False,Music tutor,28244919
918426598,768417991,3,60,year,2489 Johnson Union Suite 561,,South Alisha,OH,41251,(553)407-6266,(264)873-6757,(808)519-5998,True,,,,,,False,"Presenter, broadcasting",49134347
945775172,350894326,1,12,year,034 Michael Branch Suite 219,,Port Johnview,KY,76405,(440)620-7460,(564)119-8587,(003)515-8930,True,,,,,,True,Thomas Jefferson Middle,5798707
11659829,977336872,7,70,year,10231 Miller Heights Apt. 153,,Port Marissa,OH,95238,(203)954-1325,(380)397-3931,(529)460-1130,True,,,,,,True,Hydrologist,36794469
945775172,45920623,1,12,year,87065 Linda Trail Suite 671,,Phillipsmouth,LA,88603,(908)299-9231,(641)674-7373,(402)200-0766,False,,,,,,False,ROGERS MIDDLE SCHOOL,74880397
945775172,944233619,1,12,year,253 Audrey Coves,,Nicholaston,MA,68056,(423)381-8264,(655)218-2813,(552)635-8479,True,,,,,,True,Great Oaks Elementary School,28163715
858669965,783128667,8,58,year,45690 Ellis Plains,,New Thomas,IN,10106,(942)494-3348,(994)390-4166,(542)182-0068,False,,,,,,True,Early years teacher,21191405
945775172,188171656,1,12,year,216 Tyrone Springs Apt. 256,,Allisonbury,IA,12754,(741)922-7963,(384)620-5502,(048)448-5075,False,,,,,,True,MARBLETOWN ELEMENTARY SCHOOL,29945933
389780941,263415639,9,14,year,7245 Morris Union Apt. 763,,West Carrieton,NJ,84961,(568)711-2769,(457)762-6766,(529)713-1412,False,,,,,,False,NORTHPOINTE INT,65465811
918426598,788574070,3,60,year,67403 Weeks Valleys Suite 332,,New Jeffrey,VT,09889,(866)564-3466,(605)530-0171,(790)395-8273,True,,,,,,False,Special educational needs teacher,36713805
11659829,56687153,7,70,year,03996 John Crest Apt. 516,,South Michaelfurt,WI,70517,(632)376-8313,(422)312-8217,(472)891-8421,True,,,,,,True,Nutritional therapist,90937615
945775172,259252849,1,12,year,0632 Evan Turnpike Apt. 820,,New Ricardo,WV,69232,(815)862-2238,(939)616-4597,(958)673-3381,False,,,,,,True,CHANDLER ACADEMY,33003735
389780941,54184992,9,14,year,593 Michael Canyon Apt. 422,,Henrymouth,CO,76305,(612)481-7396,(682)512-0521,(002)036-6775,False,,,,,,False,KEISTER ELEM,46268095
945775172,463582498,1,12,year,90397 Johnson Fields Apt. 551,,Jamesshire,CA,00814,(951)659-8287,(581)018-0931,(803)234-9600,False,,,,,,True,Hoven Elementary - 02,60200808
11659829,731390171,7,70,year,951 Sarah Mill,,Port Mary,NV,82099,(641)820-5464,(483)626-8516,(532)120-0783,False,,,,,,False,IT technical support officer,89647026
858669965,646356187,8,58,year,511 Amber Course Apt. 851,,South Stephanie,TN,25783,(165)478-7284,(363)397-6673,(787)504-6902,False,,,,,,False,"Librarian, academic",56969259
945775172,342148123,1,12,year,20976 Chase Unions Suite 763,,West Christyview,ME,37138,(703)999-7539,(612)092-7068,(836)812-6147,True,,,,,,False,Lone Mountain Elementary School,47317676
11659829,890670254,7,70,year,491 Manuel Green,,Rayside,MO,27529,(994)664-3549,(971)505-7031,(267)302-4189,True,,,,,,True,"Scientist, audiological",66408546
858669965,325222620,8,58,year,4226 Sharp Parks Apt. 503,,North Nicole,CO,17642,(621)470-8642,(833)242-5730,(449)651-0065,False,,,,,,True,Fine artist,18461464
918426598,223041555,3,60,year,1372 Lewis Summit,,Cherylmouth,CA,92138,(959)035-0549,(254)530-7804,(054)379-2014,False,,,,,,False,"Conservator, furniture",53692053
858669965,660904088,8,58,year,266 Joel Mountain,,South Renee,MD,82518,(533)271-4673,(061)224-0250,(231)598-8548,True,,,,,,True,Geophysical data processor,23565929
389780941,472196423,9,14,year,3508 Hays Ramp,,Larsenfort,FL,39688,(614)232-2374,(358)505-1940,(785)593-2870,False,,,,,,False,Germantown Elem School,50465607
918426598,188810996,3,60,year,074 Johnson Bypass Apt. 236,,Gordonberg,CT,58477,(311)204-8298,(422)659-0395,(799)102-9082,True,,,,,,True,Network engineer,15146701
918426598,375349979,3,60,year,78304 Travis Views Suite 008,,East Noah,OR,25574,(980)450-8079,(648)682-4425,(233)585-9896,True,,,,,,False,Medical physicist,46753715
11659829,959157186,7,70,year,72655 Willis Extensions,,Johnsonchester,OR,84466,(343)210-1688,(617)115-3570,(435)880-8320,True,,,,,,False,Automotive engineer,7851088
945775172,272502431,1,12,year,04432 Morgan Drive,,East Kennethfurt,OR,35436,(875)274-3196,(926)959-4170,(769)277-5415,False,,,,,,False,C V T  Gilbert Elementary School,82727195
389780941,885344292,9,14,year,224 Duarte Fall Apt. 817,,Lake Amandaborough,DE,46907,(326)597-2228,(861)564-7483,(158)028-1509,True,,,,,,True,Graham Creek Elementary School,65862331
858669965,353494954,8,58,year,029 William Estate Apt. 523,,Dianafort,WA,13002,(966)948-3249,(287)520-6283,(045)150-0349,False,,,,,,False,Set designer,37612835
945775172,139609538,1,12,year,386 Schneider Island,,Curtisshire,ND,09526,(223)358-3892,(147)221-6056,(032)539-3960,True,,,,,,False,East St Louis Senior High School,98024683
389780941,912347977,9,14,year,92093 Sanchez Turnpike Suite 327,,East Williamview,NV,61692,(352)633-2177,(194)092-1088,(224)960-5330,False,,,,,,True,WASMER ELEMENTARY SCHOOL,52893856
858669965,142514473,8,58,year,01206 Gina Pine,,Shannonberg,MS,53225,(982)270-9312,(433)175-3658,(256)884-6380,True,,,,,,False,"Librarian, academic",37033024
11659829,419168383,7,70,year,28976 Smith Drive,,East Shannon,CT,02167,(297)897-2576,(388)042-1117,(383)489-0701,False,,,,,,True,Chief Marketing Officer,66719941
918426598,872937319,3,60,year,8626 Clements Brooks,,Smithborough,RI,73704,(562)855-8946,(994)383-5354,(139)443-8413,False,,,,,,True,Senior tax professional/tax inspector,20911740
11659829,122311511,7,70,year,37647 Sonia Trail,,South Frankstad,WA,07515,(469)783-8324,(817)420-8665,(182)427-2239,False,,,,,,False,"Loss adjuster, chartered",79159529
11659829,878375330,7,70,year,55911 Lopez Hollow Suite 982,,New Brendabury,NH,48668,(968)242-9639,(539)403-1623,(485)301-8069,True,,,,,,False,Public house manager,78330580
11659829,987027269,7,70,year,1461 Oliver Centers,,Danielbury,ID,63848,(196)335-1013,(674)957-1012,(356)276-8042,True,,,,,,False,Biomedical engineer,12874547
11659829,692551172,7,70,year,7500 Diane Port,,Port Jeannefurt,NH,39494,(072)662-9279,(598)303-7700,(287)910-8097,True,,,,,,False,Medical illustrator,83803816
945775172,557236694,1,12,year,8677 Graves Burg,,South Dana,ND,03283,(001)927-0115,(006)812-5672,(123)019-1367,True,,,,,,False,Hampton Elementary,82360936
858669965,663196430,8,58,year,9461 Solis Coves,,Sarabury,CA,94115,(421)590-7095,(317)984-3469,(813)329-7265,True,,,,,,False,Mining engineer,79759809
389780941,876703853,9,14,year,45558 Knox Roads Suite 288,,Port Teresamouth,OK,99249,(963)767-1441,(417)360-8538,(484)132-9952,True,,,,,,False,COMANCHE EARLY CHILDHOOD CENTER,94250446
858669965,18901632,8,58,year,1562 Miller Knoll,,Mossmouth,NC,94892,(534)056-6365,(530)406-3979,(548)962-3603,False,,,,,,True,"Administrator, sports",81384598
858669965,970588456,8,58,year,24213 Cohen Ways Apt. 037,,Parkport,MA,88645,(509)228-0047,(733)792-5874,(622)098-0233,True,,,,,,True,Orthoptist,24148172
858669965,846127141,8,58,year,26898 Copeland Points,,Lake Shawnside,SC,00854,(482)385-5002,(781)350-7856,(699)546-4216,False,,,,,,False,Mining engineer,18898951
918426598,375415354,3,60,year,068 Bob Wells Apt. 371,,North Ronald,MI,70818,(782)638-3938,(096)098-1901,(902)170-0386,True,,,,,,True,Air broker,97376075
918426598,940294989,3,60,year,88257 Cheryl Plain,,West Cindy,AZ,27921,(282)905-4557,(785)290-3650,(624)268-3228,True,,,,,,False,"Editor, magazine features",26278908
918426598,293823823,3,60,year,3962 Alejandra Forge Suite 538,,East Jeffery,AZ,58163,(946)899-2601,(675)895-3772,(918)612-7817,True,,,,,,True,"Editor, film/video",81478724
918426598,158134347,3,60,year,80133 Carroll Spur,,Jonesbury,MD,34026,(778)120-8816,(594)553-7132,(337)179-2621,False,,,,,,True,"Surveyor, building control",21551956
945775172,303687437,1,12,year,5316 Johnson Skyway Suite 850,,Heathermouth,OK,96486,(598)168-9536,(538)702-5107,(488)964-2127,True,,,,,,True,Parker High,79821984
389780941,675027120,9,14,year,91813 Aguilar Springs,,Tylershire,HI,87403,(290)188-8200,(457)074-1234,(238)234-2896,True,,,,,,True,Mann Middle School,2222609
11659829,92711316,7,70,year,988 Denise Mission,,Jacksonborough,KS,25403,(319)960-7236,(913)599-7248,(382)147-1912,False,,,,,,False,Intelligence analyst,60748320
945775172,462468162,1,12,year,181 Barker Canyon,,Lindsayshire,AZ,89807,(328)947-9754,(923)422-2117,(481)073-6232,True,,,,,,True,Blackburn Education Center,6847610
918426598,503258846,3,60,year,042 Davis Crest,,New Jamesport,NM,69704,(702)576-9782,(481)548-9852,(269)509-3475,True,,,,,,False,"Administrator, arts",31753049
858669965,911271516,8,58,year,511 David Spring Apt. 945,,West Kathrynport,AK,66860,(934)957-7541,(903)936-2998,(168)500-9779,False,,,,,,False,Higher education lecturer,91312102
945775172,360110381,1,12,year,832 Matthew Park Suite 080,,Shepardfurt,LA,30615,(624)322-1638,(516)737-3563,(457)197-3716,False,,,,,,True,WEST CENTRAL AREA LEARNING CENTER,38065024
389780941,238178835,9,14,year,2006 Galloway Isle,,Noahburgh,AZ,97160,(385)203-2109,(714)224-0066,(582)496-1702,False,,,,,,True,Gainesville Regional Youth Detention Center,33798465
858669965,177890231,8,58,year,1289 Lopez Junction Suite 073,,East Sarahbury,IA,21483,(659)225-6417,(020)247-5176,(287)448-4028,False,,,,,,True,"Engineer, production",38479378
389780941,613895100,9,14,year,66783 Brenda Route,,East Dana,CO,61378,(546)802-9481,(162)492-6961,(662)672-1824,False,,,,,,False,Mission Valley ROCP,71089676
945775172,894290956,1,12,year,2982 Castro River,,Powellborough,ID,52929,(008)904-7586,(733)075-6764,(780)357-9532,False,,,,,,True,JOSEFINA BOYA LEON,99558220
858669965,252431316,8,58,year,0127 Barnes Loaf Apt. 732,,West Martha,NJ,52593,(237)993-7673,(225)200-9220,(910)933-1422,True,,,,,,True,Clinical biochemist,18395095
945775172,594008682,1,12,year,659 Christina Spurs Apt. 072,,North Geraldstad,NE,35007,(025)363-4148,(321)141-6600,(017)543-0149,False,,,,,,False,21st Century Preparatory School,61176998
945775172,46455438,1,12,year,639 Fletcher Mountain Suite 110,,East Alicia,SD,91479,(591)136-6981,(806)285-8004,(620)163-9973,True,,,,,,True,Joaquin Miller Elementary,57574258
389780941,824278484,9,14,year,677 Gary Cape,,Garciaton,LA,99191,(675)084-3769,(851)189-5259,(717)455-6029,False,,,,,,False,Lillie May Carroll Jackson School,10729677
945775172,131214017,1,12,year,78520 Jennifer Valley,,South Lisahaven,VA,41182,(025)456-6768,(295)808-4929,(497)670-7464,False,,,,,,True,TECHNOLOGY LEADERSHIP HIGH SCHOOL,83720479
945775172,304472919,1,12,year,232 Stephen Expressway,,South David,KS,40250,(560)274-5538,(344)147-3508,(869)900-4640,False,,,,,,False,LAKE PEND OREILLE HIGH SCHOOL,10922654
918426598,131258755,3,60,year,3075 Melvin Ways,,Phillipsbury,AK,90144,(732)290-9053,(824)098-3764,(980)075-6342,True,,,,,,False,Animator,37107352
389780941,434351100,9,14,year,586 Mackenzie Skyway,,Lake Brianland,IL,86271,(761)445-5144,(961)491-6977,(388)064-8252,True,,,,,,False,Excel Academy Charter School,63159391
945775172,737545462,1,12,year,887 Williams Fall Apt. 756,,Burnsmouth,SD,86664,(015)323-6144,(533)322-1231,(406)989-3372,False,,,,,,False,STUART HS,66009674
918426598,367365061,3,60,year,86994 Roy Streets Suite 720,,Tonyberg,NM,30568,(474)682-6768,(438)005-8704,(257)318-1996,True,,,,,,True,Insurance account manager,6766967
389780941,649322855,9,14,year,47879 Cox Fords,,Rodriguezside,VT,53830,(047)552-3096,(631)996-6881,(271)899-5840,True,,,,,,True,Sierra Vista High (Alternative),17736843
389780941,979385042,9,14,year,7723 Leah Turnpike Suite 033,,West Erica,HI,07052,(125)482-0163,(972)887-6748,(891)268-9294,True,,,,,,True,Thirteenth & Union El Sch,55315678
918426598,876236391,3,60,year,942 Patterson Parkway Suite 038,,Vaughnmouth,VT,95473,(542)840-4604,(643)150-1586,(103)716-1149,True,,,,,,True,"Engineer, building services",55041184
389780941,663728113,9,14,year,99454 Rodriguez Club,,Nathanielville,DE,85664,(649)934-2454,(471)156-2483,(140)440-2889,True,,,,,,True,CAMELOT ACADEMY OF ESCAMBIA COUNTY,24528366
389780941,378560388,9,14,year,562 Nicholas Fall,,Port Johntown,NV,93137,(602)693-9979,(694)745-3422,(120)702-0964,False,,,,,,True,Amy B. Seibert Elementary,5437716
945775172,261854426,1,12,year,83753 Daniel Stream,,Davisberg,LA,68717,(664)369-3565,(498)662-9031,(661)395-2646,True,,,,,,True,CEDAR VALLEY EL,67295750
858669965,985676995,8,58,year,07021 Ferguson Station Apt. 275,,East Davidtown,PA,68239,(436)910-8218,(818)995-6201,(206)891-3949,True,,,,,,False,"Engineer, production",87446850
389780941,891821033,9,14,year,6471 Osborne Freeway,,Rayburgh,VT,78779,(656)770-2657,(224)344-6802,(790)203-4013,False,,,,,,True,Scobey High School,22661154
945775172,231938896,1,12,year,105 Bryan Street Suite 958,,New Katie,NJ,66251,(958)791-9381,(347)655-3015,(318)400-9777,False,,,,,,False,Warner High School - 01,12073841
389780941,208789583,9,14,year,35315 Robert Course,,Contrerashaven,NY,19455,(048)502-6977,(984)810-3136,(614)431-2589,False,,,,,,False,Sundance Elementary,3832885
945775172,626217471,1,12,year,912 Marcus Shoals,,Darrellhaven,MO,52402,(776)813-9094,(145)385-8206,(303)273-9167,True,,,,,,False,Seneca East Middle School,98990077
945775172,521863314,1,12,year,9088 Herrera Fields Apt. 419,,South Joseph,WI,80385,(814)097-5873,(297)430-9431,(054)885-3310,True,,,,,,True,Peabody Veterans Memorial High,10851595
11659829,835145633,7,70,year,25765 John Cape Suite 138,,Tylerchester,KY,88729,(876)177-4858,(316)714-1144,(904)738-7926,False,,,,,,True,Geoscientist,3476978
945775172,200269004,1,12,year,61387 Robert Fields Suite 989,,Hubbardton,MN,95998,(355)090-3044,(656)701-3896,(583)751-9775,False,,,,,,False,Hazelwood Elementary,43175566
945775172,822080354,1,12,year,0213 Williams Stravenue,,Donovanhaven,TN,26822,(398)194-8734,(373)855-4396,(285)050-5644,False,,,,,,True,LEGACY SCHOLARS ACADEMY,87709615
11659829,510155441,7,70,year,3791 Taylor Extension,,Martinside,MD,16901,(196)418-4109,(690)278-5696,(523)200-9489,True,,,,,,False,Lawyer,54985874
945775172,36076514,1,12,year,347 Michelle Ways Suite 005,,Kristenberg,IN,89141,(620)022-5596,(845)662-8358,(436)117-5026,False,,,,,,False,Megan Cope Elementary,42966213
858669965,226512030,8,58,year,62087 Mccoy Isle,,North Lydiaberg,WA,64625,(255)061-2550,(869)500-6818,(152)870-8122,False,,,,,,False,Planning and development surveyor,23889155
858669965,963199644,8,58,year,7546 Graves Mountains,,West Charlesmouth,KS,66171,(239)975-4618,(512)531-4663,(506)052-0741,True,,,,,,False,Building services engineer,1622976
945775172,334723194,1,12,year,853 Ashley Forest,,Jamesview,OK,44438,(414)438-8205,(310)252-8247,(745)667-8561,False,,,,,,False,East Carter Middle School,22617454
945775172,416173030,1,12,year,000 Morales Rapids,,Stephenland,NY,04594,(382)746-1893,(429)584-4833,(159)211-0821,False,,,,,,False,Fairless Elementary School,4272300
11659829,195652773,7,70,year,800 Harold Gateway Apt. 585,,Nunezstad,MS,74190,(515)775-3694,(541)146-8622,(295)685-8407,True,,,,,,False,"Engineer, maintenance (IT)",6224219
945775172,138438217,1,12,year,42330 Candice Crescent,,Rodrigueztown,OK,36829,(798)215-4422,(978)702-8816,(925)565-6458,True,,,,,,False,Eastern Randolph High,45450039
945775172,718443641,1,12,year,1921 Harmon Canyon,,Port Kenneth,MT,31252,(012)426-3771,(728)347-9712,(764)139-6599,True,,,,,,True,KIPP WISDOM ACADEMY,25082075
389780941,759663958,9,14,year,877 Christopher Mission,,Port Jenniferview,CA,45810,(652)383-0979,(987)762-8877,(738)038-3234,False,,,,,,False,Solana Pacific Elementary,59301637
858669965,538253137,8,58,year,198 Young Hill Apt. 671,,East Sheryl,OK,03302,(383)695-7263,(130)409-4344,(118)935-3334,True,,,,,,True,"Designer, blown glass/stained glass",83947000
